"";"municip";"fecha";"tasa_incid";"cod_ine";"nombre_mun";"semaforo"
"1";"39001 - ALFOZ DE LLOREDO";2020-02-29;0;39001;"Alfoz de Lloredo";"Nueva normalidad"
"2";"39001 - ALFOZ DE LLOREDO";2020-03-01;0;39001;"Alfoz de Lloredo";"Nueva normalidad"
"3";"39001 - ALFOZ DE LLOREDO";2020-03-02;0;39001;"Alfoz de Lloredo";"Nueva normalidad"
"4";"39001 - ALFOZ DE LLOREDO";2020-03-03;0;39001;"Alfoz de Lloredo";"Nueva normalidad"
"5";"39001 - ALFOZ DE LLOREDO";2020-03-04;0;39001;"Alfoz de Lloredo";"Nueva normalidad"
"6";"39001 - ALFOZ DE LLOREDO";2020-03-05;0;39001;"Alfoz de Lloredo";"Nueva normalidad"
"7";"39001 - ALFOZ DE LLOREDO";2020-03-06;0;39001;"Alfoz de Lloredo";"Nueva normalidad"
"8";"39001 - ALFOZ DE LLOREDO";2020-03-07;0;39001;"Alfoz de Lloredo";"Nueva normalidad"
"9";"39001 - ALFOZ DE LLOREDO";2020-03-08;0;39001;"Alfoz de Lloredo";"Nueva normalidad"
"10";"39001 - ALFOZ DE LLOREDO";2020-03-09;0;39001;"Alfoz de Lloredo";"Nueva normalidad"
"11";"39001 - ALFOZ DE LLOREDO";2020-03-10;0;39001;"Alfoz de Lloredo";"Nueva normalidad"
"12";"39001 - ALFOZ DE LLOREDO";2020-03-11;0;39001;"Alfoz de Lloredo";"Nueva normalidad"
"13";"39001 - ALFOZ DE LLOREDO";2020-03-12;0;39001;"Alfoz de Lloredo";"Nueva normalidad"
"14";"39001 - ALFOZ DE LLOREDO";2020-03-13;0;39001;"Alfoz de Lloredo";"Nueva normalidad"
"15";"39001 - ALFOZ DE LLOREDO";2020-03-14;0;39001;"Alfoz de Lloredo";"Nueva normalidad"
"16";"39001 - ALFOZ DE LLOREDO";2020-03-15;0;39001;"Alfoz de Lloredo";"Nueva normalidad"
"17";"39001 - ALFOZ DE LLOREDO";2020-03-16;0;39001;"Alfoz de Lloredo";"Nueva normalidad"
"18";"39001 - ALFOZ DE LLOREDO";2020-03-17;0;39001;"Alfoz de Lloredo";"Nueva normalidad"
"19";"39001 - ALFOZ DE LLOREDO";2020-03-18;41,39;39001;"Alfoz de Lloredo";"Bajo"
"20";"39001 - ALFOZ DE LLOREDO";2020-03-19;41,39;39001;"Alfoz de Lloredo";"Bajo"
"21";"39001 - ALFOZ DE LLOREDO";2020-03-20;41,39;39001;"Alfoz de Lloredo";"Bajo"
"22";"39001 - ALFOZ DE LLOREDO";2020-03-21;41,39;39001;"Alfoz de Lloredo";"Bajo"
"23";"39001 - ALFOZ DE LLOREDO";2020-03-22;41,39;39001;"Alfoz de Lloredo";"Bajo"
"24";"39001 - ALFOZ DE LLOREDO";2020-03-23;41,39;39001;"Alfoz de Lloredo";"Bajo"
"25";"39001 - ALFOZ DE LLOREDO";2020-03-24;41,39;39001;"Alfoz de Lloredo";"Bajo"
"26";"39001 - ALFOZ DE LLOREDO";2020-03-25;41,39;39001;"Alfoz de Lloredo";"Bajo"
"27";"39001 - ALFOZ DE LLOREDO";2020-03-26;41,39;39001;"Alfoz de Lloredo";"Bajo"
"28";"39001 - ALFOZ DE LLOREDO";2020-03-27;124,17;39001;"Alfoz de Lloredo";"Medio"
"29";"39001 - ALFOZ DE LLOREDO";2020-03-28;124,17;39001;"Alfoz de Lloredo";"Medio"
"30";"39001 - ALFOZ DE LLOREDO";2020-03-29;124,17;39001;"Alfoz de Lloredo";"Medio"
"31";"39001 - ALFOZ DE LLOREDO";2020-03-30;124,17;39001;"Alfoz de Lloredo";"Medio"
"32";"39001 - ALFOZ DE LLOREDO";2020-03-31;124,17;39001;"Alfoz de Lloredo";"Medio"
"33";"39001 - ALFOZ DE LLOREDO";2020-04-01;124,17;39001;"Alfoz de Lloredo";"Medio"
"34";"39001 - ALFOZ DE LLOREDO";2020-04-02;124,17;39001;"Alfoz de Lloredo";"Medio"
"35";"39001 - ALFOZ DE LLOREDO";2020-04-03;124,17;39001;"Alfoz de Lloredo";"Medio"
"36";"39001 - ALFOZ DE LLOREDO";2020-04-04;124,17;39001;"Alfoz de Lloredo";"Medio"
"37";"39001 - ALFOZ DE LLOREDO";2020-04-05;124,17;39001;"Alfoz de Lloredo";"Medio"
"38";"39001 - ALFOZ DE LLOREDO";2020-04-06;124,17;39001;"Alfoz de Lloredo";"Medio"
"39";"39001 - ALFOZ DE LLOREDO";2020-04-07;124,17;39001;"Alfoz de Lloredo";"Medio"
"40";"39001 - ALFOZ DE LLOREDO";2020-04-08;124,17;39001;"Alfoz de Lloredo";"Medio"
"41";"39001 - ALFOZ DE LLOREDO";2020-04-09;124,17;39001;"Alfoz de Lloredo";"Medio"
"42";"39001 - ALFOZ DE LLOREDO";2020-04-10;124,17;39001;"Alfoz de Lloredo";"Medio"
"43";"39001 - ALFOZ DE LLOREDO";2020-04-11;165,56;39001;"Alfoz de Lloredo";"Alto"
"44";"39001 - ALFOZ DE LLOREDO";2020-04-12;165,56;39001;"Alfoz de Lloredo";"Alto"
"45";"39001 - ALFOZ DE LLOREDO";2020-04-13;165,56;39001;"Alfoz de Lloredo";"Alto"
"46";"39001 - ALFOZ DE LLOREDO";2020-04-14;165,56;39001;"Alfoz de Lloredo";"Alto"
"47";"39001 - ALFOZ DE LLOREDO";2020-04-15;165,56;39001;"Alfoz de Lloredo";"Alto"
"48";"39001 - ALFOZ DE LLOREDO";2020-04-16;165,56;39001;"Alfoz de Lloredo";"Alto"
"49";"39001 - ALFOZ DE LLOREDO";2020-04-17;206,95;39001;"Alfoz de Lloredo";"Alto"
"50";"39001 - ALFOZ DE LLOREDO";2020-04-18;206,95;39001;"Alfoz de Lloredo";"Alto"
"51";"39001 - ALFOZ DE LLOREDO";2020-04-19;206,95;39001;"Alfoz de Lloredo";"Alto"
"52";"39001 - ALFOZ DE LLOREDO";2020-04-20;206,95;39001;"Alfoz de Lloredo";"Alto"
"53";"39001 - ALFOZ DE LLOREDO";2020-04-21;206,95;39001;"Alfoz de Lloredo";"Alto"
"54";"39001 - ALFOZ DE LLOREDO";2020-04-22;206,95;39001;"Alfoz de Lloredo";"Alto"
"55";"39001 - ALFOZ DE LLOREDO";2020-04-23;206,95;39001;"Alfoz de Lloredo";"Alto"
"56";"39001 - ALFOZ DE LLOREDO";2020-04-24;248,34;39001;"Alfoz de Lloredo";"Alto"
"57";"39001 - ALFOZ DE LLOREDO";2020-04-25;206,95;39001;"Alfoz de Lloredo";"Alto"
"58";"39001 - ALFOZ DE LLOREDO";2020-04-26;206,95;39001;"Alfoz de Lloredo";"Alto"
"59";"39001 - ALFOZ DE LLOREDO";2020-04-27;206,95;39001;"Alfoz de Lloredo";"Alto"
"60";"39001 - ALFOZ DE LLOREDO";2020-04-28;206,95;39001;"Alfoz de Lloredo";"Alto"
"61";"39001 - ALFOZ DE LLOREDO";2020-04-29;206,95;39001;"Alfoz de Lloredo";"Alto"
"62";"39001 - ALFOZ DE LLOREDO";2020-04-30;248,34;39001;"Alfoz de Lloredo";"Alto"
"63";"39001 - ALFOZ DE LLOREDO";2020-05-01;248,34;39001;"Alfoz de Lloredo";"Alto"
"64";"39001 - ALFOZ DE LLOREDO";2020-05-02;248,34;39001;"Alfoz de Lloredo";"Alto"
"65";"39001 - ALFOZ DE LLOREDO";2020-05-03;248,34;39001;"Alfoz de Lloredo";"Alto"
"66";"39001 - ALFOZ DE LLOREDO";2020-05-04;248,34;39001;"Alfoz de Lloredo";"Alto"
"67";"39001 - ALFOZ DE LLOREDO";2020-05-05;248,34;39001;"Alfoz de Lloredo";"Alto"
"68";"39001 - ALFOZ DE LLOREDO";2020-05-06;206,95;39001;"Alfoz de Lloredo";"Alto"
"69";"39001 - ALFOZ DE LLOREDO";2020-05-07;206,95;39001;"Alfoz de Lloredo";"Alto"
"70";"39001 - ALFOZ DE LLOREDO";2020-05-08;206,95;39001;"Alfoz de Lloredo";"Alto"
"71";"39001 - ALFOZ DE LLOREDO";2020-05-09;206,95;39001;"Alfoz de Lloredo";"Alto"
"72";"39001 - ALFOZ DE LLOREDO";2020-05-10;206,95;39001;"Alfoz de Lloredo";"Alto"
"73";"39001 - ALFOZ DE LLOREDO";2020-05-11;206,95;39001;"Alfoz de Lloredo";"Alto"
"74";"39001 - ALFOZ DE LLOREDO";2020-05-12;206,95;39001;"Alfoz de Lloredo";"Alto"
"75";"39001 - ALFOZ DE LLOREDO";2020-05-13;206,95;39001;"Alfoz de Lloredo";"Alto"
"76";"39001 - ALFOZ DE LLOREDO";2020-05-14;206,95;39001;"Alfoz de Lloredo";"Alto"
"77";"39001 - ALFOZ DE LLOREDO";2020-05-15;206,95;39001;"Alfoz de Lloredo";"Alto"
"78";"39001 - ALFOZ DE LLOREDO";2020-05-16;206,95;39001;"Alfoz de Lloredo";"Alto"
"79";"39001 - ALFOZ DE LLOREDO";2020-05-17;206,95;39001;"Alfoz de Lloredo";"Alto"
"80";"39001 - ALFOZ DE LLOREDO";2020-05-18;206,95;39001;"Alfoz de Lloredo";"Alto"
"81";"39001 - ALFOZ DE LLOREDO";2020-05-19;206,95;39001;"Alfoz de Lloredo";"Alto"
"82";"39001 - ALFOZ DE LLOREDO";2020-05-20;206,95;39001;"Alfoz de Lloredo";"Alto"
"83";"39001 - ALFOZ DE LLOREDO";2020-05-21;206,95;39001;"Alfoz de Lloredo";"Alto"
"84";"39001 - ALFOZ DE LLOREDO";2020-05-22;206,95;39001;"Alfoz de Lloredo";"Alto"
"85";"39001 - ALFOZ DE LLOREDO";2020-05-23;206,95;39001;"Alfoz de Lloredo";"Alto"
"86";"39001 - ALFOZ DE LLOREDO";2020-05-24;206,95;39001;"Alfoz de Lloredo";"Alto"
"87";"39001 - ALFOZ DE LLOREDO";2020-05-25;206,95;39001;"Alfoz de Lloredo";"Alto"
"88";"39001 - ALFOZ DE LLOREDO";2020-05-26;206,95;39001;"Alfoz de Lloredo";"Alto"
"89";"39001 - ALFOZ DE LLOREDO";2020-05-27;206,95;39001;"Alfoz de Lloredo";"Alto"
"90";"39001 - ALFOZ DE LLOREDO";2020-05-28;206,95;39001;"Alfoz de Lloredo";"Alto"
"91";"39001 - ALFOZ DE LLOREDO";2020-05-29;206,95;39001;"Alfoz de Lloredo";"Alto"
"92";"39001 - ALFOZ DE LLOREDO";2020-05-30;206,95;39001;"Alfoz de Lloredo";"Alto"
"93";"39001 - ALFOZ DE LLOREDO";2020-05-31;206,95;39001;"Alfoz de Lloredo";"Alto"
"94";"39001 - ALFOZ DE LLOREDO";2020-06-01;206,95;39001;"Alfoz de Lloredo";"Alto"
"95";"39001 - ALFOZ DE LLOREDO";2020-06-02;248,34;39001;"Alfoz de Lloredo";"Alto"
"96";"39001 - ALFOZ DE LLOREDO";2020-06-03;248,34;39001;"Alfoz de Lloredo";"Alto"
"97";"39001 - ALFOZ DE LLOREDO";2020-06-04;248,34;39001;"Alfoz de Lloredo";"Alto"
"98";"39001 - ALFOZ DE LLOREDO";2020-06-05;248,34;39001;"Alfoz de Lloredo";"Alto"
"99";"39001 - ALFOZ DE LLOREDO";2020-06-06;248,34;39001;"Alfoz de Lloredo";"Alto"
"100";"39001 - ALFOZ DE LLOREDO";2020-06-07;248,34;39001;"Alfoz de Lloredo";"Alto"
"101";"39001 - ALFOZ DE LLOREDO";2020-06-08;248,34;39001;"Alfoz de Lloredo";"Alto"
"102";"39001 - ALFOZ DE LLOREDO";2020-06-09;248,34;39001;"Alfoz de Lloredo";"Alto"
"103";"39001 - ALFOZ DE LLOREDO";2020-06-10;248,34;39001;"Alfoz de Lloredo";"Alto"
"104";"39001 - ALFOZ DE LLOREDO";2020-06-11;248,34;39001;"Alfoz de Lloredo";"Alto"
"105";"39001 - ALFOZ DE LLOREDO";2020-06-12;206,95;39001;"Alfoz de Lloredo";"Alto"
"106";"39001 - ALFOZ DE LLOREDO";2020-06-13;206,95;39001;"Alfoz de Lloredo";"Alto"
"107";"39001 - ALFOZ DE LLOREDO";2020-06-14;165,56;39001;"Alfoz de Lloredo";"Alto"
"108";"39001 - ALFOZ DE LLOREDO";2020-06-15;165,56;39001;"Alfoz de Lloredo";"Alto"
"109";"39001 - ALFOZ DE LLOREDO";2020-06-16;165,56;39001;"Alfoz de Lloredo";"Alto"
"110";"39001 - ALFOZ DE LLOREDO";2020-06-17;165,56;39001;"Alfoz de Lloredo";"Alto"
"111";"39001 - ALFOZ DE LLOREDO";2020-06-18;165,56;39001;"Alfoz de Lloredo";"Alto"
"112";"39001 - ALFOZ DE LLOREDO";2020-06-19;165,56;39001;"Alfoz de Lloredo";"Alto"
"113";"39001 - ALFOZ DE LLOREDO";2020-06-20;165,56;39001;"Alfoz de Lloredo";"Alto"
"114";"39001 - ALFOZ DE LLOREDO";2020-06-21;165,56;39001;"Alfoz de Lloredo";"Alto"
"115";"39001 - ALFOZ DE LLOREDO";2020-06-22;165,56;39001;"Alfoz de Lloredo";"Alto"
"116";"39001 - ALFOZ DE LLOREDO";2020-06-23;165,56;39001;"Alfoz de Lloredo";"Alto"
"117";"39001 - ALFOZ DE LLOREDO";2020-06-24;165,56;39001;"Alfoz de Lloredo";"Alto"
"118";"39001 - ALFOZ DE LLOREDO";2020-06-25;165,56;39001;"Alfoz de Lloredo";"Alto"
"119";"39001 - ALFOZ DE LLOREDO";2020-06-26;165,56;39001;"Alfoz de Lloredo";"Alto"
"120";"39001 - ALFOZ DE LLOREDO";2020-06-27;165,56;39001;"Alfoz de Lloredo";"Alto"
"121";"39001 - ALFOZ DE LLOREDO";2020-06-28;165,56;39001;"Alfoz de Lloredo";"Alto"
"122";"39001 - ALFOZ DE LLOREDO";2020-06-29;165,56;39001;"Alfoz de Lloredo";"Alto"
"123";"39001 - ALFOZ DE LLOREDO";2020-06-30;165,56;39001;"Alfoz de Lloredo";"Alto"
"124";"39001 - ALFOZ DE LLOREDO";2020-07-01;165,56;39001;"Alfoz de Lloredo";"Alto"
"125";"39001 - ALFOZ DE LLOREDO";2020-07-02;165,56;39001;"Alfoz de Lloredo";"Alto"
"126";"39001 - ALFOZ DE LLOREDO";2020-07-03;206,95;39001;"Alfoz de Lloredo";"Alto"
"127";"39001 - ALFOZ DE LLOREDO";2020-07-04;206,95;39001;"Alfoz de Lloredo";"Alto"
"128";"39001 - ALFOZ DE LLOREDO";2020-07-05;206,95;39001;"Alfoz de Lloredo";"Alto"
"129";"39001 - ALFOZ DE LLOREDO";2020-07-06;206,95;39001;"Alfoz de Lloredo";"Alto"
"130";"39001 - ALFOZ DE LLOREDO";2020-07-07;206,95;39001;"Alfoz de Lloredo";"Alto"
"131";"39001 - ALFOZ DE LLOREDO";2020-07-08;165,56;39001;"Alfoz de Lloredo";"Alto"
"132";"39001 - ALFOZ DE LLOREDO";2020-07-09;165,56;39001;"Alfoz de Lloredo";"Alto"
"133";"39001 - ALFOZ DE LLOREDO";2020-07-10;165,56;39001;"Alfoz de Lloredo";"Alto"
"134";"39001 - ALFOZ DE LLOREDO";2020-07-11;165,56;39001;"Alfoz de Lloredo";"Alto"
"135";"39001 - ALFOZ DE LLOREDO";2020-07-12;165,56;39001;"Alfoz de Lloredo";"Alto"
"136";"39001 - ALFOZ DE LLOREDO";2020-07-13;165,56;39001;"Alfoz de Lloredo";"Alto"
"137";"39001 - ALFOZ DE LLOREDO";2020-07-14;165,56;39001;"Alfoz de Lloredo";"Alto"
"138";"39001 - ALFOZ DE LLOREDO";2020-07-15;124,17;39001;"Alfoz de Lloredo";"Medio"
"139";"39001 - ALFOZ DE LLOREDO";2020-07-16;82,78;39001;"Alfoz de Lloredo";"Medio"
"140";"39001 - ALFOZ DE LLOREDO";2020-07-17;82,78;39001;"Alfoz de Lloredo";"Medio"
"141";"39001 - ALFOZ DE LLOREDO";2020-07-18;82,78;39001;"Alfoz de Lloredo";"Medio"
"142";"39001 - ALFOZ DE LLOREDO";2020-07-19;82,78;39001;"Alfoz de Lloredo";"Medio"
"143";"39001 - ALFOZ DE LLOREDO";2020-07-20;82,78;39001;"Alfoz de Lloredo";"Medio"
"144";"39001 - ALFOZ DE LLOREDO";2020-07-21;82,78;39001;"Alfoz de Lloredo";"Medio"
"145";"39001 - ALFOZ DE LLOREDO";2020-07-22;82,78;39001;"Alfoz de Lloredo";"Medio"
"146";"39001 - ALFOZ DE LLOREDO";2020-07-23;82,78;39001;"Alfoz de Lloredo";"Medio"
"147";"39001 - ALFOZ DE LLOREDO";2020-07-24;82,78;39001;"Alfoz de Lloredo";"Medio"
"148";"39001 - ALFOZ DE LLOREDO";2020-07-25;82,78;39001;"Alfoz de Lloredo";"Medio"
"149";"39001 - ALFOZ DE LLOREDO";2020-07-26;82,78;39001;"Alfoz de Lloredo";"Medio"
"150";"39001 - ALFOZ DE LLOREDO";2020-07-27;82,78;39001;"Alfoz de Lloredo";"Medio"
"151";"39001 - ALFOZ DE LLOREDO";2020-07-28;82,78;39001;"Alfoz de Lloredo";"Medio"
"152";"39001 - ALFOZ DE LLOREDO";2020-07-29;41,39;39001;"Alfoz de Lloredo";"Bajo"
"153";"39001 - ALFOZ DE LLOREDO";2020-07-30;41,39;39001;"Alfoz de Lloredo";"Bajo"
"154";"39001 - ALFOZ DE LLOREDO";2020-07-31;41,39;39001;"Alfoz de Lloredo";"Bajo"
"155";"39001 - ALFOZ DE LLOREDO";2020-08-01;82,78;39001;"Alfoz de Lloredo";"Medio"
"156";"39001 - ALFOZ DE LLOREDO";2020-08-02;82,78;39001;"Alfoz de Lloredo";"Medio"
"157";"39001 - ALFOZ DE LLOREDO";2020-08-03;82,78;39001;"Alfoz de Lloredo";"Medio"
"158";"39001 - ALFOZ DE LLOREDO";2020-08-04;82,78;39001;"Alfoz de Lloredo";"Medio"
"159";"39001 - ALFOZ DE LLOREDO";2020-08-05;82,78;39001;"Alfoz de Lloredo";"Medio"
"160";"39001 - ALFOZ DE LLOREDO";2020-08-06;82,78;39001;"Alfoz de Lloredo";"Medio"
"161";"39001 - ALFOZ DE LLOREDO";2020-08-07;82,78;39001;"Alfoz de Lloredo";"Medio"
"162";"39001 - ALFOZ DE LLOREDO";2020-08-08;82,78;39001;"Alfoz de Lloredo";"Medio"
"163";"39001 - ALFOZ DE LLOREDO";2020-08-09;82,78;39001;"Alfoz de Lloredo";"Medio"
"164";"39001 - ALFOZ DE LLOREDO";2020-08-10;82,78;39001;"Alfoz de Lloredo";"Medio"
"165";"39001 - ALFOZ DE LLOREDO";2020-08-11;82,78;39001;"Alfoz de Lloredo";"Medio"
"166";"39001 - ALFOZ DE LLOREDO";2020-08-12;82,78;39001;"Alfoz de Lloredo";"Medio"
"167";"39001 - ALFOZ DE LLOREDO";2020-08-13;41,39;39001;"Alfoz de Lloredo";"Bajo"
"168";"39001 - ALFOZ DE LLOREDO";2020-08-14;82,78;39001;"Alfoz de Lloredo";"Medio"
"169";"39001 - ALFOZ DE LLOREDO";2020-08-15;124,17;39001;"Alfoz de Lloredo";"Medio"
"170";"39001 - ALFOZ DE LLOREDO";2020-08-16;124,17;39001;"Alfoz de Lloredo";"Medio"
"171";"39001 - ALFOZ DE LLOREDO";2020-08-17;124,17;39001;"Alfoz de Lloredo";"Medio"
"172";"39001 - ALFOZ DE LLOREDO";2020-08-18;124,17;39001;"Alfoz de Lloredo";"Medio"
"173";"39001 - ALFOZ DE LLOREDO";2020-08-19;124,17;39001;"Alfoz de Lloredo";"Medio"
"174";"39001 - ALFOZ DE LLOREDO";2020-08-20;124,17;39001;"Alfoz de Lloredo";"Medio"
"175";"39001 - ALFOZ DE LLOREDO";2020-08-21;82,78;39001;"Alfoz de Lloredo";"Medio"
"176";"39001 - ALFOZ DE LLOREDO";2020-08-22;82,78;39001;"Alfoz de Lloredo";"Medio"
"177";"39001 - ALFOZ DE LLOREDO";2020-08-23;82,78;39001;"Alfoz de Lloredo";"Medio"
"178";"39001 - ALFOZ DE LLOREDO";2020-08-24;82,78;39001;"Alfoz de Lloredo";"Medio"
"179";"39001 - ALFOZ DE LLOREDO";2020-08-25;82,78;39001;"Alfoz de Lloredo";"Medio"
"180";"39001 - ALFOZ DE LLOREDO";2020-08-26;82,78;39001;"Alfoz de Lloredo";"Medio"
"181";"39001 - ALFOZ DE LLOREDO";2020-08-27;124,17;39001;"Alfoz de Lloredo";"Medio"
"182";"39001 - ALFOZ DE LLOREDO";2020-08-28;124,17;39001;"Alfoz de Lloredo";"Medio"
"183";"39001 - ALFOZ DE LLOREDO";2020-08-29;124,17;39001;"Alfoz de Lloredo";"Medio"
"184";"39001 - ALFOZ DE LLOREDO";2020-08-30;124,17;39001;"Alfoz de Lloredo";"Medio"
"185";"39001 - ALFOZ DE LLOREDO";2020-08-31;124,17;39001;"Alfoz de Lloredo";"Medio"
"186";"39001 - ALFOZ DE LLOREDO";2020-09-01;165,56;39001;"Alfoz de Lloredo";"Alto"
"187";"39001 - ALFOZ DE LLOREDO";2020-09-02;206,95;39001;"Alfoz de Lloredo";"Alto"
"188";"39001 - ALFOZ DE LLOREDO";2020-09-03;165,56;39001;"Alfoz de Lloredo";"Alto"
"189";"39001 - ALFOZ DE LLOREDO";2020-09-04;165,56;39001;"Alfoz de Lloredo";"Alto"
"190";"39001 - ALFOZ DE LLOREDO";2020-09-05;124,17;39001;"Alfoz de Lloredo";"Medio"
"191";"39001 - ALFOZ DE LLOREDO";2020-09-06;124,17;39001;"Alfoz de Lloredo";"Medio"
"192";"39001 - ALFOZ DE LLOREDO";2020-09-07;124,17;39001;"Alfoz de Lloredo";"Medio"
"193";"39001 - ALFOZ DE LLOREDO";2020-09-08;124,17;39001;"Alfoz de Lloredo";"Medio"
"194";"39001 - ALFOZ DE LLOREDO";2020-09-09;41,39;39001;"Alfoz de Lloredo";"Bajo"
"195";"39001 - ALFOZ DE LLOREDO";2020-09-10;41,39;39001;"Alfoz de Lloredo";"Bajo"
"196";"39001 - ALFOZ DE LLOREDO";2020-09-11;41,39;39001;"Alfoz de Lloredo";"Bajo"
"197";"39001 - ALFOZ DE LLOREDO";2020-09-12;41,39;39001;"Alfoz de Lloredo";"Bajo"
"198";"39001 - ALFOZ DE LLOREDO";2020-09-13;41,39;39001;"Alfoz de Lloredo";"Bajo"
"199";"39001 - ALFOZ DE LLOREDO";2020-09-14;41,39;39001;"Alfoz de Lloredo";"Bajo"
"200";"39001 - ALFOZ DE LLOREDO";2020-09-15;41,39;39001;"Alfoz de Lloredo";"Bajo"
"201";"39001 - ALFOZ DE LLOREDO";2020-09-16;41,39;39001;"Alfoz de Lloredo";"Bajo"
"202";"39001 - ALFOZ DE LLOREDO";2020-09-17;41,39;39001;"Alfoz de Lloredo";"Bajo"
"203";"39001 - ALFOZ DE LLOREDO";2020-09-18;41,39;39001;"Alfoz de Lloredo";"Bajo"
"204";"39001 - ALFOZ DE LLOREDO";2020-09-19;41,39;39001;"Alfoz de Lloredo";"Bajo"
"205";"39001 - ALFOZ DE LLOREDO";2020-09-20;41,39;39001;"Alfoz de Lloredo";"Bajo"
"206";"39001 - ALFOZ DE LLOREDO";2020-09-21;41,39;39001;"Alfoz de Lloredo";"Bajo"
"207";"39001 - ALFOZ DE LLOREDO";2020-09-22;41,39;39001;"Alfoz de Lloredo";"Bajo"
"208";"39001 - ALFOZ DE LLOREDO";2020-09-23;41,39;39001;"Alfoz de Lloredo";"Bajo"
"209";"39001 - ALFOZ DE LLOREDO";2020-09-24;41,39;39001;"Alfoz de Lloredo";"Bajo"
"210";"39001 - ALFOZ DE LLOREDO";2020-09-25;82,78;39001;"Alfoz de Lloredo";"Medio"
"211";"39001 - ALFOZ DE LLOREDO";2020-09-26;82,78;39001;"Alfoz de Lloredo";"Medio"
"212";"39001 - ALFOZ DE LLOREDO";2020-09-27;82,78;39001;"Alfoz de Lloredo";"Medio"
"213";"39001 - ALFOZ DE LLOREDO";2020-09-28;82,78;39001;"Alfoz de Lloredo";"Medio"
"214";"39001 - ALFOZ DE LLOREDO";2020-09-29;82,78;39001;"Alfoz de Lloredo";"Medio"
"215";"39001 - ALFOZ DE LLOREDO";2020-09-30;82,78;39001;"Alfoz de Lloredo";"Medio"
"216";"39001 - ALFOZ DE LLOREDO";2020-10-01;82,78;39001;"Alfoz de Lloredo";"Medio"
"217";"39001 - ALFOZ DE LLOREDO";2020-10-02;82,78;39001;"Alfoz de Lloredo";"Medio"
"218";"39001 - ALFOZ DE LLOREDO";2020-10-03;82,78;39001;"Alfoz de Lloredo";"Medio"
"219";"39001 - ALFOZ DE LLOREDO";2020-10-04;82,78;39001;"Alfoz de Lloredo";"Medio"
"220";"39001 - ALFOZ DE LLOREDO";2020-10-05;82,78;39001;"Alfoz de Lloredo";"Medio"
"221";"39001 - ALFOZ DE LLOREDO";2020-10-06;82,78;39001;"Alfoz de Lloredo";"Medio"
"222";"39001 - ALFOZ DE LLOREDO";2020-10-07;41,39;39001;"Alfoz de Lloredo";"Bajo"
"223";"39001 - ALFOZ DE LLOREDO";2020-10-08;41,39;39001;"Alfoz de Lloredo";"Bajo"
"224";"39001 - ALFOZ DE LLOREDO";2020-10-09;41,39;39001;"Alfoz de Lloredo";"Bajo"
"225";"39001 - ALFOZ DE LLOREDO";2020-10-10;41,39;39001;"Alfoz de Lloredo";"Bajo"
"226";"39001 - ALFOZ DE LLOREDO";2020-10-11;41,39;39001;"Alfoz de Lloredo";"Bajo"
"227";"39001 - ALFOZ DE LLOREDO";2020-10-12;41,39;39001;"Alfoz de Lloredo";"Bajo"
"228";"39001 - ALFOZ DE LLOREDO";2020-10-13;0;39001;"Alfoz de Lloredo";"Nueva normalidad"
"229";"39001 - ALFOZ DE LLOREDO";2020-10-14;0;39001;"Alfoz de Lloredo";"Nueva normalidad"
"230";"39001 - ALFOZ DE LLOREDO";2020-10-15;0;39001;"Alfoz de Lloredo";"Nueva normalidad"
"231";"39001 - ALFOZ DE LLOREDO";2020-10-16;41,39;39001;"Alfoz de Lloredo";"Bajo"
"232";"39001 - ALFOZ DE LLOREDO";2020-10-17;82,78;39001;"Alfoz de Lloredo";"Medio"
"233";"39001 - ALFOZ DE LLOREDO";2020-10-18;82,78;39001;"Alfoz de Lloredo";"Medio"
"234";"39001 - ALFOZ DE LLOREDO";2020-10-19;82,78;39001;"Alfoz de Lloredo";"Medio"
"235";"39001 - ALFOZ DE LLOREDO";2020-10-20;82,78;39001;"Alfoz de Lloredo";"Medio"
"236";"39001 - ALFOZ DE LLOREDO";2020-10-21;206,95;39001;"Alfoz de Lloredo";"Alto"
"237";"39001 - ALFOZ DE LLOREDO";2020-10-22;206,95;39001;"Alfoz de Lloredo";"Alto"
"238";"39001 - ALFOZ DE LLOREDO";2020-10-23;206,95;39001;"Alfoz de Lloredo";"Alto"
"239";"39001 - ALFOZ DE LLOREDO";2020-10-24;206,95;39001;"Alfoz de Lloredo";"Alto"
"240";"39001 - ALFOZ DE LLOREDO";2020-10-25;206,95;39001;"Alfoz de Lloredo";"Alto"
"241";"39001 - ALFOZ DE LLOREDO";2020-10-26;206,95;39001;"Alfoz de Lloredo";"Alto"
"242";"39001 - ALFOZ DE LLOREDO";2020-10-27;206,95;39001;"Alfoz de Lloredo";"Alto"
"243";"39001 - ALFOZ DE LLOREDO";2020-10-28;289,74;39001;"Alfoz de Lloredo";"Extremo"
"244";"39001 - ALFOZ DE LLOREDO";2020-10-29;289,74;39001;"Alfoz de Lloredo";"Extremo"
"245";"39001 - ALFOZ DE LLOREDO";2020-10-30;331,13;39001;"Alfoz de Lloredo";"Extremo"
"246";"39001 - ALFOZ DE LLOREDO";2020-10-31;331,13;39001;"Alfoz de Lloredo";"Extremo"
"247";"39001 - ALFOZ DE LLOREDO";2020-11-01;331,13;39001;"Alfoz de Lloredo";"Extremo"
